TempoAlocacao,Tempo,Particionamento,Nucleos
0.482864,3.292081,ColunaRoundRobin,4
0.51779,3.318477,ColunaRoundRobin,4
0.471566,3.19627,ColunaRoundRobin,4
0.355299,3.349386,ColunaRoundRobin,4
0.475791,3.194354,ColunaRoundRobin,4
0.35541,3.38071,ColunaRoundRobin,4
0.500969,3.201167,ColunaRoundRobin,4
0.516369,3.204995,ColunaRoundRobin,4
0.559128,3.343708,ColunaRoundRobin,4
0.501135,3.286253,ColunaRoundRobin,4
0.506862,3.200162,ColunaRoundRobin,4
0.50936,3.244128,ColunaRoundRobin,4
0.479174,3.351442,ColunaRoundRobin,4
0.519285,3.217414,ColunaRoundRobin,4
0.386515,3.333828,ColunaRoundRobin,4
0.49801,3.325512,ColunaRoundRobin,4
0.361821,3.346042,ColunaRoundRobin,4
0.385254,3.343365,ColunaRoundRobin,4
0.478274,3.298818,ColunaRoundRobin,4
0.528782,3.195122,ColunaRoundRobin,4
0.382602,3.413961,ColunaRoundRobin,4
0.489631,3.290452,ColunaRoundRobin,4
0.356396,3.357332,ColunaRoundRobin,4
0.374032,3.370448,ColunaRoundRobin,4
0.307151,3.192955,ColunaRoundRobin,4
0.374772,3.385325,ColunaRoundRobin,4
0.476249,3.286405,ColunaRoundRobin,4
0.384855,3.406478,ColunaRoundRobin,4
0.401401,3.37308,ColunaRoundRobin,4
0.498871,3.1913,ColunaRoundRobin,4
0.497605,3.28958,ColunaRoundRobin,4
0.385204,3.395097,ColunaRoundRobin,4
0.500184,3.208435,ColunaRoundRobin,4
0.505499,3.246943,ColunaRoundRobin,4
0.356288,3.353746,ColunaRoundRobin,4
0.492615,3.188612,ColunaRoundRobin,4
0.385391,3.389156,ColunaRoundRobin,4
0.50071,3.207542,ColunaRoundRobin,4
0.540967,3.336342,ColunaRoundRobin,4
0.372411,3.390432,ColunaRoundRobin,4
0.484293,3.277421,ColunaRoundRobin,4
0.491975,3.229717,ColunaRoundRobin,4
0.526124,3.203862,ColunaRoundRobin,4
0.494937,3.328535,ColunaRoundRobin,4
0.496977,3.306308,ColunaRoundRobin,4
0.3061,2.350449,ColunaRoundRobin,8
0.32134,1.901781,ColunaRoundRobin,8
0.310228,1.998902,ColunaRoundRobin,8
0.319318,1.920024,ColunaRoundRobin,8
0.323993,1.945596,ColunaRoundRobin,8
0.31314,2.262258,ColunaRoundRobin,8
0.318897,1.906907,ColunaRoundRobin,8
0.336426,1.997773,ColunaRoundRobin,8
0.333759,1.903831,ColunaRoundRobin,8
0.317051,2.776176,ColunaRoundRobin,8
0.321966,2.066098,ColunaRoundRobin,8
0.309728,1.902033,ColunaRoundRobin,8
0.355015,2.08547,ColunaRoundRobin,8
0.247477,1.990288,ColunaRoundRobin,8
0.334699,1.901516,ColunaRoundRobin,8
0.313467,1.890672,ColunaRoundRobin,8
0.338332,1.943339,ColunaRoundRobin,8
0.241198,2.005944,ColunaRoundRobin,8
0.312813,2.358721,ColunaRoundRobin,8
0.30254,2.369605,ColunaRoundRobin,8
0.313179,2.384687,ColunaRoundRobin,8
0.332325,1.895627,ColunaRoundRobin,8
1.439117,1.920107,ColunaRoundRobin,8
0.321412,2.449939,ColunaRoundRobin,8
0.244895,2.001722,ColunaRoundRobin,8
0.312899,1.902959,ColunaRoundRobin,8
0.336625,1.889547,ColunaRoundRobin,8
0.338832,1.904681,ColunaRoundRobin,8
0.313886,1.904995,ColunaRoundRobin,8
0.316625,1.916884,ColunaRoundRobin,8
0.329758,1.910608,ColunaRoundRobin,8
0.326884,1.898928,ColunaRoundRobin,8
0.320868,1.976698,ColunaRoundRobin,8
0.324333,1.884419,ColunaRoundRobin,8
0.34706,1.979777,ColunaRoundRobin,8
0.340362,1.976837,ColunaRoundRobin,8
0.329595,1.892683,ColunaRoundRobin,8
0.349815,2.005777,ColunaRoundRobin,8
0.243113,1.992585,ColunaRoundRobin,8
0.330497,1.897579,ColunaRoundRobin,8
0.328309,1.901999,ColunaRoundRobin,8
0.312031,3.041341,ColunaRoundRobin,8
0.313603,1.88757,ColunaRoundRobin,8
0.338107,2.183497,ColunaRoundRobin,8
0.327104,1.894257,ColunaRoundRobin,8
0.251854,2.005112,ColunaRoundRobin,8
0.246392,2.001888,ColunaRoundRobin,8
0.310452,2.246998,ColunaRoundRobin,8
0.323618,1.900542,ColunaRoundRobin,8
0.318354,2.227659,ColunaRoundRobin,8
0.518094,1.697828,ColunaRoundRobin,16
0.359656,1.799802,ColunaRoundRobin,16
0.378321,1.515687,ColunaRoundRobin,16
0.464268,1.782939,ColunaRoundRobin,16
0.545202,1.438649,ColunaRoundRobin,16
0.380224,1.856096,ColunaRoundRobin,16
0.415541,1.640761,ColunaRoundRobin,16
0.440012,2.371728,ColunaRoundRobin,16
0.370473,2.051218,ColunaRoundRobin,16
0.448635,2.351152,ColunaRoundRobin,16
0.362287,2.526857,ColunaRoundRobin,16
0.391017,1.882371,ColunaRoundRobin,16
0.517065,2.26149,ColunaRoundRobin,16
0.536198,2.662388,ColunaRoundRobin,16
0.513972,1.753279,ColunaRoundRobin,16
0.378321,1.665687,ColunaRoundRobin,16
0.390609,1.870245,ColunaRoundRobin,16
0.362287,1.616857,ColunaRoundRobin,16
0.450456,1.881651,ColunaRoundRobin,16
0.390609,1.960245,ColunaRoundRobin,16
0.396951,1.897485,ColunaRoundRobin,16
0.429961,2.247788,ColunaRoundRobin,16
0.382317,1.663193,ColunaRoundRobin,16
0.331288,1.980817,ColunaRoundRobin,16
0.368529,1.710314,ColunaRoundRobin,16
1.722549,2.005262,ColunaRoundRobin,16
0.530655,1.753868,ColunaRoundRobin,16
0.536198,1.634388,ColunaRoundRobin,16
0.502426,1.961131,ColunaRoundRobin,16
0.545202,1.658649,ColunaRoundRobin,16
0.536198,1.594388,ColunaRoundRobin,16
0.946716,1.875382,ColunaRoundRobin,16
0.434109,2.049148,ColunaRoundRobin,16
1.298876,1.823385,ColunaRoundRobin,16
1.011541,1.713042,ColunaRoundRobin,16
0.507727,1.700783,ColunaRoundRobin,16
0.419709,2.713847,ColunaRoundRobin,16
0.448931,2.531311,ColunaRoundRobin,16
0.412466,3.617983,ColunaRoundRobin,16
2.066005,1.778559,ColunaRoundRobin,16
0.358573,1.87893,ColunaRoundRobin,16
0.442988,1.674842,ColunaRoundRobin,16
0.429751,2.078342,ColunaRoundRobin,16
0.310404,2.017291,ColunaRoundRobin,16
0.442988,1.474842,ColunaRoundRobin,16
0.387386,1.644305,ColunaRoundRobin,16
0.391164,1.893901,ColunaRoundRobin,16
0.485215,1.459877,ColunaRoundRobin,16
0.387386,1.724305,ColunaRoundRobin,16
0.519383,1.840666,ColunaRoundRobin,16
