16, 16384.0, "Coluna RoundRobin", 0.001206s, 0.015798s

16, 16384.0, "Coluna RoundRobin", 0.001092s, 0.017468s

16, 16384.0, "Coluna RoundRobin", 0.001036s, 0.023866s

16, 16384.0, "Coluna RoundRobin", 0.001374s, 0.019725s

16, 16384.0, "Coluna RoundRobin", 0.001148s, 0.016451s

16, 16384.0, "Coluna RoundRobin", 0.001174s, 0.018641s

16, 16384.0, "Coluna RoundRobin", 0.001143s, 0.017408s

16, 16384.0, "Coluna RoundRobin", 0.001228s, 0.016121s

16, 16384.0, "Coluna RoundRobin", 0.001149s, 0.016708s

16, 16384.0, "Coluna RoundRobin", 0.001083s, 0.015287s

16, 16384.0, "Coluna RoundRobin", 0.001201s, 0.018422s

16, 16384.0, "Coluna RoundRobin", 0.001283s, 0.020791s

16, 16384.0, "Coluna RoundRobin", 0.001284s, 0.017997s

16, 16384.0, "Coluna RoundRobin", 0.001271s, 0.020052s

16, 16384.0, "Coluna RoundRobin", 0.00109s, 0.017096s

16, 16384.0, "Coluna RoundRobin", 0.001104s, 0.01515s

16, 16384.0, "Coluna RoundRobin", 0.001229s, 0.018036s

16, 16384.0, "Coluna RoundRobin", 0.001147s, 0.015317s

16, 16384.0, "Coluna RoundRobin", 0.001108s, 0.018799s

16, 16384.0, "Coluna RoundRobin", 0.001131s, 0.015074s

16, 16384.0, "Coluna RoundRobin", 0.001185s, 0.01659s

16, 16384.0, "Coluna RoundRobin", 0.001099s, 0.017418s

16, 16384.0, "Coluna RoundRobin", 0.001219s, 0.011696s

16, 16384.0, "Coluna RoundRobin", 0.001044s, 0.017987s

16, 16384.0, "Coluna RoundRobin", 0.001202s, 0.018908s

16, 16384.0, "Coluna RoundRobin", 0.001224s, 0.017299s

16, 16384.0, "Coluna RoundRobin", 0.001304s, 0.019397s

16, 16384.0, "Coluna RoundRobin", 0.001223s, 0.01577s

16, 16384.0, "Coluna RoundRobin", 0.001298s, 0.015779s

16, 16384.0, "Coluna RoundRobin", 0.001214s, 0.017026s

16, 16384.0, "Coluna RoundRobin", 0.00101s, 0.024419s

16, 16384.0, "Coluna RoundRobin", 0.001178s, 0.016031s

16, 16384.0, "Coluna RoundRobin", 0.001232s, 0.016023s

16, 16384.0, "Coluna RoundRobin", 0.000985s, 0.01638s

16, 16384.0, "Coluna RoundRobin", 0.001097s, 0.014856s

16, 16384.0, "Coluna RoundRobin", 0.001159s, 0.016346s

16, 16384.0, "Coluna RoundRobin", 0.001137s, 0.016371s

16, 16384.0, "Coluna RoundRobin", 0.001219s, 0.015917s

16, 16384.0, "Coluna RoundRobin", 0.001274s, 0.018372s

16, 16384.0, "Coluna RoundRobin", 0.001276s, 0.019858s

16, 16384.0, "Coluna RoundRobin", 0.001051s, 0.016509s

16, 16384.0, "Coluna RoundRobin", 0.001102s, 0.017615s

16, 16384.0, "Coluna RoundRobin", 0.001149s, 0.019171s

16, 16384.0, "Coluna RoundRobin", 0.001069s, 0.014698s

16, 16384.0, "Coluna RoundRobin", 0.001187s, 0.019133s

16, 16384.0, "Coluna RoundRobin", 0.001071s, 0.015864s

16, 16384.0, "Coluna RoundRobin", 0.001225s, 0.016451s

16, 16384.0, "Coluna RoundRobin", 0.001127s, 0.016794s

16, 16384.0, "Coluna RoundRobin", 0.001069s, 0.016596s

16, 16384.0, "Coluna RoundRobin", 0.001043s, 0.024811s

16, 65536.0, "Coluna RoundRobin", 0.009061s, 0.070414s

16, 65536.0, "Coluna RoundRobin", 0.03837s, 0.048184s

16, 65536.0, "Coluna RoundRobin", 0.010418s, 0.083973s

16, 65536.0, "Coluna RoundRobin", 0.02392s, 0.030322s

16, 65536.0, "Coluna RoundRobin", 0.009255s, 0.082865s

16, 65536.0, "Coluna RoundRobin", 0.036581s, 0.031736s

16, 65536.0, "Coluna RoundRobin", 0.012309s, 0.02989s

16, 65536.0, "Coluna RoundRobin", 0.026499s, 0.033206s

16, 65536.0, "Coluna RoundRobin", 0.028346s, 0.03716s

16, 65536.0, "Coluna RoundRobin", 0.009812s, 0.062261s

16, 65536.0, "Coluna RoundRobin", 0.034502s, 0.040571s

16, 65536.0, "Coluna RoundRobin", 0.029505s, 0.0325s

16, 65536.0, "Coluna RoundRobin", 0.007829s, 0.066154s

16, 65536.0, "Coluna RoundRobin", 0.03216s, 0.031938s

16, 65536.0, "Coluna RoundRobin", 0.030491s, 0.042688s

16, 65536.0, "Coluna RoundRobin", 0.033413s, 0.030015s

16, 65536.0, "Coluna RoundRobin", 0.032212s, 0.034855s

16, 65536.0, "Coluna RoundRobin", 0.01651s, 0.038297s

16, 65536.0, "Coluna RoundRobin", 0.034625s, 0.031056s

16, 65536.0, "Coluna RoundRobin", 0.009983s, 0.07237s

16, 65536.0, "Coluna RoundRobin", 0.026954s, 0.031178s

16, 65536.0, "Coluna RoundRobin", 0.011056s, 0.078329s

16, 65536.0, "Coluna RoundRobin", 0.040822s, 0.048349s

16, 65536.0, "Coluna RoundRobin", 0.027886s, 0.04876s

16, 65536.0, "Coluna RoundRobin", 0.012187s, 0.068489s

16, 65536.0, "Coluna RoundRobin", 0.035526s, 0.031839s

16, 65536.0, "Coluna RoundRobin", 0.029037s, 0.032379s

16, 65536.0, "Coluna RoundRobin", 0.009977s, 0.060645s

16, 65536.0, "Coluna RoundRobin", 0.011609s, 0.043972s

16, 65536.0, "Coluna RoundRobin", 0.038196s, 0.048349s

16, 65536.0, "Coluna RoundRobin", 0.009612s, 0.032874s

16, 65536.0, "Coluna RoundRobin", 0.026856s, 0.042603s

16, 65536.0, "Coluna RoundRobin", 0.011919s, 0.049182s

16, 65536.0, "Coluna RoundRobin", 0.010904s, 0.076169s

16, 65536.0, "Coluna RoundRobin", 0.031158s, 0.057075s

16, 65536.0, "Coluna RoundRobin", 0.02284s, 0.030572s

16, 65536.0, "Coluna RoundRobin", 0.014171s, 0.082685s

16, 65536.0, "Coluna RoundRobin", 0.024469s, 0.033096s

16, 65536.0, "Coluna RoundRobin", 0.007446s, 0.056466s

16, 65536.0, "Coluna RoundRobin", 0.005606s, 0.088174s

16, 65536.0, "Coluna RoundRobin", 0.00764s, 0.06413s

16, 65536.0, "Coluna RoundRobin", 0.031305s, 0.039445s

16, 65536.0, "Coluna RoundRobin", 0.009568s, 0.032385s

16, 65536.0, "Coluna RoundRobin", 0.034554s, 0.060245s

16, 65536.0, "Coluna RoundRobin", 0.008836s, 0.065758s

16, 65536.0, "Coluna RoundRobin", 0.033371s, 0.032482s

16, 65536.0, "Coluna RoundRobin", 0.035265s, 0.045403s

16, 65536.0, "Coluna RoundRobin", 0.015243s, 0.03256s

16, 65536.0, "Coluna RoundRobin", 0.015896s, 0.050151s

16, 65536.0, "Coluna RoundRobin", 0.03076s, 0.03003s

16, 262144.0, "Coluna RoundRobin", 0.077438s, 0.113854s

16, 262144.0, "Coluna RoundRobin", 0.091431s, 0.11503s

16, 262144.0, "Coluna RoundRobin", 0.107142s, 0.116676s

16, 262144.0, "Coluna RoundRobin", 0.120048s, 0.09584s

16, 262144.0, "Coluna RoundRobin", 0.075048s, 0.117388s

