16641, 0.001177s, 0.036693s

16641, 0.000991s, 0.036527s

16641, 0.000991s, 0.036727s

16641, 0.001149s, 0.037001s

16641, 0.001085s, 0.036712s

16641, 0.000993s, 0.036606s

16641, 0.000994s, 0.036797s

16641, 0.00113s, 0.036803s

16641, 0.001052s, 0.03683s

16641, 0.001144s, 0.036828s

16641, 0.001127s, 0.036825s

16641, 0.001136s, 0.036678s

16641, 0.000991s, 0.036596s

16641, 0.001129s, 0.036787s

16641, 0.001096s, 0.036679s

16641, 0.001131s, 0.03663s

16641, 0.001002s, 0.03665s

16641, 0.000994s, 0.036665s

16641, 0.000989s, 0.037026s

16641, 0.001012s, 0.037149s

16641, 0.001153s, 0.036582s

16641, 0.00113s, 0.03665s

16641, 0.00099s, 0.036555s

16641, 0.001091s, 0.036574s

16641, 0.001045s, 0.036823s

16641, 0.000989s, 0.036666s

16641, 0.001157s, 0.03688s

16641, 0.001128s, 0.036618s

16641, 0.000989s, 0.036747s

16641, 0.001118s, 0.03674s

16641, 0.001022s, 0.036826s

16641, 0.001145s, 0.036702s

16641, 0.001129s, 0.036625s

16641, 0.000991s, 0.036628s

16641, 0.001126s, 0.036602s

16641, 0.000989s, 0.03676s

16641, 0.001119s, 0.036673s

16641, 0.001143s, 0.036666s

16641, 0.001133s, 0.036626s

16641, 0.00099s, 0.036894s

16641, 0.001134s, 0.036597s

16641, 0.000989s, 0.036686s

16641, 0.001147s, 0.036729s

16641, 0.001134s, 0.036683s

16641, 0.001129s, 0.036774s

16641, 0.00099s, 0.036745s

16641, 0.001133s, 0.03665s

16641, 0.001049s, 0.037004s

16641, 0.001108s, 0.037035s

16641, 0.001114s, 0.036651s

66049, 0.002859s, 0.146291s

66049, 0.002877s, 0.146269s

66049, 0.002855s, 0.146976s

66049, 0.003003s, 0.146098s

66049, 0.002863s, 0.146051s

66049, 0.002855s, 0.146128s

66049, 0.003015s, 0.146025s

66049, 0.002936s, 0.145941s

66049, 0.002867s, 0.147285s

66049, 0.002868s, 0.145878s

66049, 0.003006s, 0.145824s

66049, 0.002865s, 0.146107s

66049, 0.002873s, 0.146392s

66049, 0.002856s, 0.146711s

66049, 0.003023s, 0.145933s

66049, 0.002865s, 0.147653s

66049, 0.002871s, 0.146735s

66049, 0.003004s, 0.145994s

66049, 0.00287s, 0.146322s

66049, 0.002862s, 0.146059s

66049, 0.003016s, 0.146166s

66049, 0.002865s, 0.146383s

66049, 0.002856s, 0.146508s

66049, 0.003006s, 0.146398s

66049, 0.002929s, 0.146958s

66049, 0.002849s, 0.146024s

66049, 0.003012s, 0.146815s

66049, 0.002891s, 0.146077s

66049, 0.002914s, 0.146215s

66049, 0.002919s, 0.145912s

66049, 0.002922s, 0.146107s

66049, 0.002903s, 0.146362s

66049, 0.002855s, 0.146381s

66049, 0.002862s, 0.145994s

66049, 0.003012s, 0.145878s

66049, 0.002865s, 0.146149s

66049, 0.002875s, 0.147239s

66049, 0.002875s, 0.146028s

66049, 0.002873s, 0.146334s

66049, 0.002876s, 0.146263s

66049, 0.002858s, 0.146117s

66049, 0.002857s, 0.14618s

66049, 0.002881s, 0.147673s

66049, 0.002857s, 0.146114s

66049, 0.002918s, 0.146152s

66049, 0.003036s, 0.146619s

66049, 0.002851s, 0.145651s

66049, 0.002989s, 0.146066s

66049, 0.002856s, 0.146071s

66049, 0.002869s, 0.147276s

263169, 0.010372s, 0.574648s

263169, 0.010409s, 0.579297s

263169, 0.010173s, 0.582067s

263169, 0.010335s, 0.575898s

263169, 0.010322s, 0.581725s

263169, 0.010267s, 0.575879s

263169, 0.010201s, 0.57627s

263169, 0.010404s, 0.575655s

263169, 0.010189s, 0.579036s

263169, 0.010241s, 0.577371s

263169, 0.010354s, 0.57718s

263169, 0.010359s, 0.575646s

263169, 0.010353s, 0.576268s

263169, 0.010277s, 0.575662s

263169, 0.010326s, 0.575687s

263169, 0.010185s, 0.57622s

263169, 0.010407s, 0.575779s

263169, 0.01034s, 0.575204s

263169, 0.01027s, 0.577893s

263169, 0.010397s, 0.576553s

263169, 0.010198s, 0.720919s

263169, 0.01041s, 0.578376s

263169, 0.010195s, 0.577699s

263169, 0.010316s, 0.577964s

263169, 0.010248s, 0.575246s

263169, 0.01024s, 0.577806s

263169, 0.010244s, 0.575882s

263169, 0.010213s, 0.577926s

263169, 0.010409s, 0.575904s

263169, 0.010199s, 0.575385s

263169, 0.010407s, 0.576285s

263169, 0.010188s, 0.575113s

263169, 0.010414s, 0.575563s

263169, 0.01026s, 0.576363s

263169, 0.010267s, 0.577017s

263169, 0.010201s, 0.578286s

263169, 0.010423s, 0.576771s

263169, 0.010196s, 0.574276s

263169, 0.010338s, 0.576741s

263169, 0.010321s, 0.575486s

263169, 0.010237s, 0.577982s

263169, 0.010348s, 0.577132s

263169, 0.01027s, 0.577792s

263169, 0.01027s, 0.577199s

263169, 0.010266s, 0.576972s

263169, 0.010325s, 0.575709s

263169, 0.010199s, 0.581633s

263169, 0.010342s, 0.5779s

263169, 0.010261s, 0.576544s

263169, 0.010316s, 0.575428s

1050625, 0.039281s, 2.324613s

1050625, 0.039347s, 2.352541s

1050625, 0.039157s, 2.387827s

1050625, 0.039441s, 2.327728s

1050625, 0.039301s, 2.326273s

1050625, 0.039192s, 2.328814s

1050625, 0.039373s, 2.328121s

1050625, 0.039131s, 2.324208s

1050625, 0.039421s, 2.325683s

1050625, 0.039129s, 2.32713s

1050625, 0.039399s, 2.33305s

1050625, 0.039369s, 2.331611s

1050625, 0.039162s, 2.328132s

1050625, 0.03952s, 2.327895s

1050625, 0.039304s, 2.340642s

1050625, 0.039267s, 2.346485s

1050625, 0.039337s, 2.337088s

1050625, 0.039253s, 2.327323s

1050625, 0.039198s, 2.32867s

1050625, 0.039324s, 2.33227s

1050625, 0.03913s, 2.32787s

1050625, 0.039297s, 2.328947s

1050625, 0.039267s, 2.352733s

1050625, 0.03927s, 2.331904s

1050625, 0.039272s, 2.330854s

1050625, 0.039242s, 2.326974s

1050625, 0.039147s, 2.326044s

1050625, 0.039333s, 2.328843s

