TempoAlocacao,Tempo,Particionamento,Nucleos,Pontos
0.020003,0.265378,LinhaRoundRobin,4 sparks,263169
0.049542,0.193026,LinhaRoundRobin,4 sparks,263169
0.033184,0.195432,LinhaRoundRobin,4 sparks,263169
0.033154,0.211069,LinhaRoundRobin,4 sparks,263169
0.058136,0.266351,LinhaRoundRobin,4 sparks,263169
0.054295,0.195818,LinhaRoundRobin,4 sparks,263169
0.074737,0.194389,LinhaRoundRobin,4 sparks,263169
0.020154,0.278132,LinhaRoundRobin,4 sparks,263169
0.067471,0.206287,LinhaRoundRobin,4 sparks,263169
0.038178,0.196423,LinhaRoundRobin,4 sparks,263169
0.042362,0.195929,LinhaRoundRobin,4 sparks,263169
0.050785,0.195384,LinhaRoundRobin,4 sparks,263169
0.063826,0.197297,LinhaRoundRobin,4 sparks,263169
0.019747,0.267029,LinhaRoundRobin,4 sparks,263169
0.072431,0.194575,LinhaRoundRobin,4 sparks,263169
0.05511,0.195586,LinhaRoundRobin,4 sparks,263169
0.045832,0.196099,LinhaRoundRobin,4 sparks,263169
0.038465,0.203598,LinhaRoundRobin,4 sparks,263169
0.074974,0.219921,LinhaRoundRobin,4 sparks,263169
0.055525,0.198683,LinhaRoundRobin,4 sparks,263169
0.043854,0.19483,LinhaRoundRobin,4 sparks,263169
0.045193,0.22213,LinhaRoundRobin,4 sparks,263169
0.070419,0.218975,LinhaRoundRobin,4 sparks,263169
0.08068,0.207467,LinhaRoundRobin,4 sparks,263169
0.055744,0.229451,LinhaRoundRobin,4 sparks,263169
0.020517,0.274674,LinhaRoundRobin,4 sparks,263169
0.040904,0.19399,LinhaRoundRobin,4 sparks,263169
0.073563,0.195274,LinhaRoundRobin,4 sparks,263169
0.021106,0.264543,LinhaRoundRobin,4 sparks,263169
0.074908,0.203879,LinhaRoundRobin,4 sparks,263169
0.016275,0.219159,LinhaRoundRobin,4 sparks,263169
0.019981,0.281911,LinhaRoundRobin,4 sparks,263169
0.077992,0.191546,LinhaRoundRobin,4 sparks,263169
0.038612,0.196346,LinhaRoundRobin,4 sparks,263169
0.066797,0.195106,LinhaRoundRobin,4 sparks,263169
0.020003,0.275916,LinhaRoundRobin,4 sparks,263169
0.020308,0.257278,LinhaRoundRobin,4 sparks,263169
0.019554,0.26687,LinhaRoundRobin,4 sparks,263169
0.021008,0.256906,LinhaRoundRobin,4 sparks,263169
0.076027,0.19607,LinhaRoundRobin,4 sparks,263169
0.020002,0.134492,LinhaRoundRobin,8 sparks,263169
0.023645,0.127507,LinhaRoundRobin,8 sparks,263169
0.026024,0.201662,LinhaRoundRobin,8 sparks,263169
0.023568,0.198525,LinhaRoundRobin,8 sparks,263169
0.02339,0.169291,LinhaRoundRobin,8 sparks,263169
0.024179,0.128546,LinhaRoundRobin,8 sparks,263169
0.02462,0.180749,LinhaRoundRobin,8 sparks,263169
0.01981,0.219608,LinhaRoundRobin,8 sparks,263169
0.027165,0.181955,LinhaRoundRobin,8 sparks,263169
0.026885,0.151415,LinhaRoundRobin,8 sparks,263169
0.016864,0.117417,LinhaRoundRobin,8 sparks,263169
0.029155,0.124868,LinhaRoundRobin,8 sparks,263169
0.063948,0.127296,LinhaRoundRobin,8 sparks,263169
0.017519,0.117099,LinhaRoundRobin,8 sparks,263169
0.025529,0.187777,LinhaRoundRobin,8 sparks,263169
0.025767,0.123971,LinhaRoundRobin,8 sparks,263169
0.026273,0.188224,LinhaRoundRobin,8 sparks,263169
0.024837,0.153879,LinhaRoundRobin,8 sparks,263169
0.025626,0.182046,LinhaRoundRobin,8 sparks,263169
0.024937,0.131558,LinhaRoundRobin,8 sparks,263169
0.022055,0.121664,LinhaRoundRobin,8 sparks,263169
0.023231,0.117503,LinhaRoundRobin,8 sparks,263169
0.02049,0.116367,LinhaRoundRobin,8 sparks,263169
0.023712,0.227753,LinhaRoundRobin,8 sparks,263169
0.023904,0.166136,LinhaRoundRobin,8 sparks,263169
0.025752,0.124553,LinhaRoundRobin,8 sparks,263169
0.030299,0.208489,LinhaRoundRobin,8 sparks,263169
0.024171,0.185669,LinhaRoundRobin,8 sparks,263169
0.025557,0.134212,LinhaRoundRobin,8 sparks,263169
0.022598,0.123803,LinhaRoundRobin,8 sparks,263169
0.02138,0.16353,LinhaRoundRobin,8 sparks,263169
0.021843,0.121902,LinhaRoundRobin,8 sparks,263169
0.02699,0.194264,LinhaRoundRobin,8 sparks,263169
0.031393,0.134796,LinhaRoundRobin,8 sparks,263169
0.0247,0.172823,LinhaRoundRobin,8 sparks,263169
0.021122,0.116398,LinhaRoundRobin,8 sparks,263169
0.023138,0.186384,LinhaRoundRobin,8 sparks,263169
0.029834,0.222457,LinhaRoundRobin,8 sparks,263169
0.021419,0.146544,LinhaRoundRobin,8 sparks,263169
0.02439,0.19372,LinhaRoundRobin,8 sparks,263169
0.021076,0.146377,LinhaRoundRobin,8 sparks,263169
0.024576,0.182728,LinhaRoundRobin,8 sparks,263169
0.024674,0.182991,LinhaRoundRobin,8 sparks,263169
0.024469,0.199529,LinhaRoundRobin,8 sparks,263169
0.027578,0.183744,LinhaRoundRobin,8 sparks,263169
0.028054,0.216524,LinhaRoundRobin,8 sparks,263169
0.02405,0.18223,LinhaRoundRobin,8 sparks,263169
0.023019,0.167774,LinhaRoundRobin,8 sparks,263169
0.021494,0.167092,LinhaRoundRobin,8 sparks,263169
0.029089,0.151909,LinhaRoundRobin,8 sparks,263169
0.081695,0.146193,LinhaRoundRobin,16 sparks,263169
0.018091,0.178431,LinhaRoundRobin,16 sparks,263169
0.067738,0.117366,LinhaRoundRobin,16 sparks,263169
0.063787,0.122821,LinhaRoundRobin,16 sparks,263169
0.08395,0.125144,LinhaRoundRobin,16 sparks,263169
0.122037,0.127661,LinhaRoundRobin,16 sparks,263169
0.089864,0.119246,LinhaRoundRobin,16 sparks,263169
0.022274,0.236678,LinhaRoundRobin,16 sparks,263169
0.076073,0.125157,LinhaRoundRobin,16 sparks,263169
0.078793,0.125786,LinhaRoundRobin,16 sparks,263169
0.146043,0.126367,LinhaRoundRobin,16 sparks,263169
0.017425,0.138655,LinhaRoundRobin,16 sparks,263169
0.061986,0.148945,LinhaRoundRobin,16 sparks,263169
0.086025,0.123601,LinhaRoundRobin,16 sparks,263169
0.086749,0.128083,LinhaRoundRobin,16 sparks,263169
0.017564,0.163359,LinhaRoundRobin,16 sparks,263169
0.108844,0.129109,LinhaRoundRobin,16 sparks,263169
0.016759,0.248319,LinhaRoundRobin,16 sparks,263169
0.124623,0.119633,LinhaRoundRobin,16 sparks,263169
0.12138,0.127891,LinhaRoundRobin,16 sparks,263169
0.116574,0.124864,LinhaRoundRobin,16 sparks,263169
0.092253,0.138794,LinhaRoundRobin,16 sparks,263169
0.090086,0.130244,LinhaRoundRobin,16 sparks,263169
0.017163,0.192959,LinhaRoundRobin,16 sparks,263169
0.119866,0.126048,LinhaRoundRobin,16 sparks,263169
0.018421,0.21705,LinhaRoundRobin,16 sparks,263169
0.093234,0.114857,LinhaRoundRobin,16 sparks,263169
0.118912,0.126391,LinhaRoundRobin,16 sparks,263169
0.098087,0.130935,LinhaRoundRobin,16 sparks,263169
0.068694,0.119973,LinhaRoundRobin,16 sparks,263169
0.086625,0.117144,LinhaRoundRobin,16 sparks,263169
0.105153,0.122375,LinhaRoundRobin,16 sparks,263169
0.086046,0.176609,LinhaRoundRobin,16 sparks,263169
0.074153,0.144521,LinhaRoundRobin,16 sparks,263169
0.082099,0.142703,LinhaRoundRobin,16 sparks,263169
0.107059,0.115273,LinhaRoundRobin,16 sparks,263169
0.070559,0.150278,LinhaRoundRobin,16 sparks,263169
0.085522,0.132601,LinhaRoundRobin,16 sparks,263169
0.100426,0.121227,LinhaRoundRobin,16 sparks,263169
0.016948,0.164484,LinhaRoundRobin,16 sparks,263169
0.018897,0.242067,LinhaRoundRobin,16 sparks,263169
0.073258,0.131417,LinhaRoundRobin,16 sparks,263169
0.068927,0.139464,LinhaRoundRobin,16 sparks,263169
0.110886,0.116941,LinhaRoundRobin,16 sparks,263169
0.108034,0.116711,LinhaRoundRobin,16 sparks,263169
0.064364,0.135876,LinhaRoundRobin,16 sparks,263169
0.079314,0.160449,LinhaRoundRobin,16 sparks,263169
0.087307,0.122691,LinhaRoundRobin,16 sparks,263169
0.032972,0.199694,LinhaRoundRobin,16 sparks,263169
0.151042,0.113779,LinhaRoundRobin,16 sparks,263169
0.162274,1.645078,LinhaRoundRobin,2 sparks,1050625
0.160545,1.641544,LinhaRoundRobin,2 sparks,1050625
0.162053,1.640615,LinhaRoundRobin,2 sparks,1050625
0.1589,1.493999,LinhaRoundRobin,2 sparks,1050625
0.161972,1.637741,LinhaRoundRobin,2 sparks,1050625
0.15888,1.650574,LinhaRoundRobin,2 sparks,1050625
0.164341,1.644816,LinhaRoundRobin,2 sparks,1050625
0.162602,1.659653,LinhaRoundRobin,2 sparks,1050625
0.163462,1.639616,LinhaRoundRobin,2 sparks,1050625
0.160754,1.670677,LinhaRoundRobin,2 sparks,1050625
0.161367,1.620451,LinhaRoundRobin,2 sparks,1050625
0.139955,1.423865,LinhaRoundRobin,2 sparks,1050625
0.160278,1.648736,LinhaRoundRobin,2 sparks,1050625
0.163628,1.65447,LinhaRoundRobin,2 sparks,1050625
0.165873,1.66014,LinhaRoundRobin,2 sparks,1050625
0.163192,1.650938,LinhaRoundRobin,2 sparks,1050625
0.158551,1.655246,LinhaRoundRobin,2 sparks,1050625
0.159875,1.619874,LinhaRoundRobin,2 sparks,1050625
0.140663,1.498822,LinhaRoundRobin,2 sparks,1050625
0.164248,1.642972,LinhaRoundRobin,2 sparks,1050625
0.161591,1.643035,LinhaRoundRobin,2 sparks,1050625
0.160355,1.50118,LinhaRoundRobin,2 sparks,1050625
0.161199,1.611399,LinhaRoundRobin,2 sparks,1050625
0.159635,1.727729,LinhaRoundRobin,2 sparks,1050625
0.162558,1.617859,LinhaRoundRobin,2 sparks,1050625
0.16332,1.652832,LinhaRoundRobin,2 sparks,1050625
0.140642,1.503302,LinhaRoundRobin,2 sparks,1050625
0.160797,1.642227,LinhaRoundRobin,2 sparks,1050625
0.141194,1.501175,LinhaRoundRobin,2 sparks,1050625
0.158563,1.65502,LinhaRoundRobin,2 sparks,1050625
0.161548,1.630718,LinhaRoundRobin,2 sparks,1050625
0.163966,1.658979,LinhaRoundRobin,2 sparks,1050625
0.165168,1.616963,LinhaRoundRobin,2 sparks,1050625
0.161466,1.638561,LinhaRoundRobin,2 sparks,1050625
0.161366,1.622018,LinhaRoundRobin,2 sparks,1050625
0.161175,1.623571,LinhaRoundRobin,2 sparks,1050625
0.164021,1.640021,LinhaRoundRobin,2 sparks,1050625
0.161542,1.629357,LinhaRoundRobin,2 sparks,1050625
0.161277,1.489481,LinhaRoundRobin,2 sparks,1050625
0.140186,1.503329,LinhaRoundRobin,2 sparks,1050625
0.161454,1.624948,LinhaRoundRobin,2 sparks,1050625
0.163668,1.647209,LinhaRoundRobin,2 sparks,1050625
0.161938,1.644585,LinhaRoundRobin,2 sparks,1050625
0.163268,1.627328,LinhaRoundRobin,2 sparks,1050625
0.165839,1.643416,LinhaRoundRobin,2 sparks,1050625
0.164668,1.822171,LinhaRoundRobin,2 sparks,1050625
0.176793,1.667762,LinhaRoundRobin,2 sparks,1050625
0.161079,1.504541,LinhaRoundRobin,2 sparks,1050625
0.140477,1.498658,LinhaRoundRobin,2 sparks,1050625
0.16133,1.664815,LinhaRoundRobin,2 sparks,1050625
0.086058,0.824525,LinhaRoundRobin,4 sparks,1050625
0.125205,0.790766,LinhaRoundRobin,4 sparks,1050625
0.085482,0.825776,LinhaRoundRobin,4 sparks,1050625
0.085805,0.839829,LinhaRoundRobin,4 sparks,1050625
0.136349,0.782298,LinhaRoundRobin,4 sparks,1050625
0.166109,0.782781,LinhaRoundRobin,4 sparks,1050625
0.103251,0.828108,LinhaRoundRobin,4 sparks,1050625
0.141582,0.829333,LinhaRoundRobin,4 sparks,1050625
0.096629,1.042962,LinhaRoundRobin,4 sparks,1050625
0.132002,0.822498,LinhaRoundRobin,4 sparks,1050625
0.091415,0.837816,LinhaRoundRobin,4 sparks,1050625
0.085615,0.824946,LinhaRoundRobin,4 sparks,1050625
0.135358,0.78416,LinhaRoundRobin,4 sparks,1050625
0.137074,0.78247,LinhaRoundRobin,4 sparks,1050625
0.085531,0.826275,LinhaRoundRobin,4 sparks,1050625
0.310319,0.821945,LinhaRoundRobin,4 sparks,1050625
0.128453,0.786371,LinhaRoundRobin,4 sparks,1050625
0.085097,0.838071,LinhaRoundRobin,4 sparks,1050625
0.086513,0.831135,LinhaRoundRobin,4 sparks,1050625
0.167237,0.861329,LinhaRoundRobin,4 sparks,1050625
0.136427,0.794097,LinhaRoundRobin,4 sparks,1050625
0.141775,0.798137,LinhaRoundRobin,4 sparks,1050625
0.144488,0.791067,LinhaRoundRobin,4 sparks,1050625
0.120764,0.834121,LinhaRoundRobin,4 sparks,1050625
0.094339,0.830879,LinhaRoundRobin,4 sparks,1050625
0.137955,0.826472,LinhaRoundRobin,4 sparks,1050625
0.131504,0.784672,LinhaRoundRobin,4 sparks,1050625
0.090258,0.878917,LinhaRoundRobin,4 sparks,1050625
0.10381,0.83352,LinhaRoundRobin,4 sparks,1050625
0.085959,0.8237,LinhaRoundRobin,4 sparks,1050625
0.185503,0.788142,LinhaRoundRobin,4 sparks,1050625
0.098684,1.022506,LinhaRoundRobin,4 sparks,1050625
0.095593,0.827506,LinhaRoundRobin,4 sparks,1050625
0.091393,0.836801,LinhaRoundRobin,4 sparks,1050625
0.137396,0.783785,LinhaRoundRobin,4 sparks,1050625
0.134853,0.795021,LinhaRoundRobin,4 sparks,1050625
0.10456,0.832537,LinhaRoundRobin,4 sparks,1050625
0.099127,0.824101,LinhaRoundRobin,4 sparks,1050625
0.102782,0.833949,LinhaRoundRobin,4 sparks,1050625
0.127278,0.786214,LinhaRoundRobin,4 sparks,1050625
0.089389,0.830973,LinhaRoundRobin,4 sparks,1050625
0.089689,0.839566,LinhaRoundRobin,4 sparks,1050625
0.23001,0.7858,LinhaRoundRobin,4 sparks,1050625
0.136367,0.78351,LinhaRoundRobin,4 sparks,1050625
0.089942,0.84661,LinhaRoundRobin,4 sparks,1050625
0.100333,0.824949,LinhaRoundRobin,4 sparks,1050625
0.108441,1.072362,LinhaRoundRobin,4 sparks,1050625
0.085885,0.833977,LinhaRoundRobin,4 sparks,1050625
0.085702,0.828318,LinhaRoundRobin,4 sparks,1050625
0.339694,0.791726,LinhaRoundRobin,4 sparks,1050625
0.08662,0.513636,LinhaRoundRobin,8 sparks,1050625
0.089475,0.613918,LinhaRoundRobin,8 sparks,1050625
0.089409,0.467668,LinhaRoundRobin,8 sparks,1050625
0.084211,0.470011,LinhaRoundRobin,8 sparks,1050625
0.086577,0.68132,LinhaRoundRobin,8 sparks,1050625
0.08805,0.513916,LinhaRoundRobin,8 sparks,1050625
0.090874,0.493317,LinhaRoundRobin,8 sparks,1050625
0.08673,0.477548,LinhaRoundRobin,8 sparks,1050625
0.102981,0.464644,LinhaRoundRobin,8 sparks,1050625
0.083582,0.553533,LinhaRoundRobin,8 sparks,1050625
0.094664,0.784266,LinhaRoundRobin,8 sparks,1050625
0.084492,0.497772,LinhaRoundRobin,8 sparks,1050625
0.368413,0.534577,LinhaRoundRobin,8 sparks,1050625
0.311993,0.474135,LinhaRoundRobin,8 sparks,1050625
0.384247,0.471702,LinhaRoundRobin,8 sparks,1050625
0.406098,0.476383,LinhaRoundRobin,8 sparks,1050625
0.262607,0.492729,LinhaRoundRobin,8 sparks,1050625
0.313741,0.46837,LinhaRoundRobin,8 sparks,1050625
0.32137,0.471091,LinhaRoundRobin,8 sparks,1050625
0.08537,0.4639,LinhaRoundRobin,8 sparks,1050625
0.082217,0.467095,LinhaRoundRobin,8 sparks,1050625
0.389842,0.471512,LinhaRoundRobin,8 sparks,1050625
0.089292,0.474325,LinhaRoundRobin,8 sparks,1050625
0.089344,0.500384,LinhaRoundRobin,8 sparks,1050625
0.094644,0.467854,LinhaRoundRobin,8 sparks,1050625
0.084815,0.467705,LinhaRoundRobin,8 sparks,1050625
0.084078,0.468652,LinhaRoundRobin,8 sparks,1050625
0.087587,0.469304,LinhaRoundRobin,8 sparks,1050625
0.088739,0.470813,LinhaRoundRobin,8 sparks,1050625
0.082793,0.464632,LinhaRoundRobin,8 sparks,1050625
0.088739,0.522155,LinhaRoundRobin,8 sparks,1050625
0.084474,0.531475,LinhaRoundRobin,8 sparks,1050625
0.093709,0.471659,LinhaRoundRobin,8 sparks,1050625
0.09095,0.468142,LinhaRoundRobin,8 sparks,1050625
0.38515,0.522524,LinhaRoundRobin,8 sparks,1050625
0.082827,0.500843,LinhaRoundRobin,8 sparks,1050625
0.365845,0.512333,LinhaRoundRobin,8 sparks,1050625
0.090214,0.570068,LinhaRoundRobin,8 sparks,1050625
0.088264,0.466706,LinhaRoundRobin,8 sparks,1050625
0.091633,0.463674,LinhaRoundRobin,8 sparks,1050625
0.098984,0.473182,LinhaRoundRobin,8 sparks,1050625
0.081008,0.464524,LinhaRoundRobin,8 sparks,1050625
0.083704,0.504069,LinhaRoundRobin,8 sparks,1050625
0.10542,0.671609,LinhaRoundRobin,8 sparks,1050625
0.087377,0.470593,LinhaRoundRobin,8 sparks,1050625
0.09966,0.467386,LinhaRoundRobin,8 sparks,1050625
0.313571,0.472183,LinhaRoundRobin,8 sparks,1050625
0.380332,0.468549,LinhaRoundRobin,8 sparks,1050625
0.108658,0.469413,LinhaRoundRobin,8 sparks,1050625
0.31399,0.49935,LinhaRoundRobin,8 sparks,1050625
0.102657,0.765067,LinhaRoundRobin,16 sparks,1050625
0.101083,0.913655,LinhaRoundRobin,16 sparks,1050625
0.105389,0.795807,LinhaRoundRobin,16 sparks,1050625
0.094401,0.676239,LinhaRoundRobin,16 sparks,1050625
0.47093,0.449732,LinhaRoundRobin,16 sparks,1050625
0.108505,0.82767,LinhaRoundRobin,16 sparks,1050625
0.148518,0.738158,LinhaRoundRobin,16 sparks,1050625
0.095946,0.736604,LinhaRoundRobin,16 sparks,1050625
0.511117,0.432449,LinhaRoundRobin,16 sparks,1050625
0.25744,0.498661,LinhaRoundRobin,16 sparks,1050625
0.492018,0.457276,LinhaRoundRobin,16 sparks,1050625
0.102447,0.69601,LinhaRoundRobin,16 sparks,1050625
0.107017,0.882493,LinhaRoundRobin,16 sparks,1050625
0.117416,0.949745,LinhaRoundRobin,16 sparks,1050625
0.449785,0.453729,LinhaRoundRobin,16 sparks,1050625
0.099183,0.938857,LinhaRoundRobin,16 sparks,1050625
0.110866,0.870318,LinhaRoundRobin,16 sparks,1050625
0.081518,0.489918,LinhaRoundRobin,16 sparks,1050625
0.080635,0.462343,LinhaRoundRobin,16 sparks,1050625
0.564056,0.438296,LinhaRoundRobin,16 sparks,1050625
0.239863,0.620809,LinhaRoundRobin,16 sparks,1050625
0.107444,0.615833,LinhaRoundRobin,16 sparks,1050625
0.094117,0.485393,LinhaRoundRobin,16 sparks,1050625
0.093678,0.749285,LinhaRoundRobin,16 sparks,1050625
0.448102,0.505808,LinhaRoundRobin,16 sparks,1050625
0.152296,0.547171,LinhaRoundRobin,16 sparks,1050625
0.491401,0.513836,LinhaRoundRobin,16 sparks,1050625
0.39069,0.509564,LinhaRoundRobin,16 sparks,1050625
0.092723,0.773484,LinhaRoundRobin,16 sparks,1050625
0.492133,0.46202,LinhaRoundRobin,16 sparks,1050625
0.088183,0.471285,LinhaRoundRobin,16 sparks,1050625
0.080122,0.494501,LinhaRoundRobin,16 sparks,1050625
0.201892,1.026743,LinhaRoundRobin,16 sparks,1050625
0.099241,0.682423,LinhaRoundRobin,16 sparks,1050625
0.090674,0.868111,LinhaRoundRobin,16 sparks,1050625
0.153239,0.637699,LinhaRoundRobin,16 sparks,1050625
0.108282,0.610453,LinhaRoundRobin,16 sparks,1050625
0.103168,0.94783,LinhaRoundRobin,16 sparks,1050625
0.092271,0.843715,LinhaRoundRobin,16 sparks,1050625
0.101189,0.7871,LinhaRoundRobin,16 sparks,1050625
0.093616,0.726069,LinhaRoundRobin,16 sparks,1050625
0.08653,0.501331,LinhaRoundRobin,16 sparks,1050625
0.076515,0.484746,LinhaRoundRobin,16 sparks,1050625
0.097238,0.823854,LinhaRoundRobin,16 sparks,1050625
0.091985,0.845431,LinhaRoundRobin,16 sparks,1050625
0.088944,0.480777,LinhaRoundRobin,16 sparks,1050625
0.407383,0.444406,LinhaRoundRobin,16 sparks,1050625
0.200611,0.584896,LinhaRoundRobin,16 sparks,1050625
0.248279,0.534127,LinhaRoundRobin,16 sparks,1050625
0.141952,0.793978,LinhaRoundRobin,16 sparks,1050625
0.65688,6.590697,LinhaRoundRobin,2 sparks,4198401
0.577261,5.981165,LinhaRoundRobin,2 sparks,4198401
0.681231,6.573485,LinhaRoundRobin,2 sparks,4198401
0.672958,6.49474,LinhaRoundRobin,2 sparks,4198401
0.673599,6.578772,LinhaRoundRobin,2 sparks,4198401
0.580222,5.781508,LinhaRoundRobin,2 sparks,4198401
0.671979,6.584174,LinhaRoundRobin,2 sparks,4198401
0.668119,6.492961,LinhaRoundRobin,2 sparks,4198401
0.662209,6.530949,LinhaRoundRobin,2 sparks,4198401
0.579732,5.999632,LinhaRoundRobin,2 sparks,4198401
0.675868,6.484035,LinhaRoundRobin,2 sparks,4198401
0.578731,5.753319,LinhaRoundRobin,2 sparks,4198401
0.682722,6.501765,LinhaRoundRobin,2 sparks,4198401
0.658335,6.502386,LinhaRoundRobin,2 sparks,4198401
0.67026,6.622389,LinhaRoundRobin,2 sparks,4198401
0.668693,6.596214,LinhaRoundRobin,2 sparks,4198401
0.581249,5.976582,LinhaRoundRobin,2 sparks,4198401
0.576896,5.961488,LinhaRoundRobin,2 sparks,4198401
0.658998,6.554944,LinhaRoundRobin,2 sparks,4198401
0.662346,6.631587,LinhaRoundRobin,2 sparks,4198401
0.664584,6.647432,LinhaRoundRobin,2 sparks,4198401
0.672136,6.570098,LinhaRoundRobin,2 sparks,4198401
0.578147,5.959933,LinhaRoundRobin,2 sparks,4198401
0.656109,6.612606,LinhaRoundRobin,2 sparks,4198401
0.658069,6.569947,LinhaRoundRobin,2 sparks,4198401
0.576179,5.991976,LinhaRoundRobin,2 sparks,4198401
0.663277,6.456185,LinhaRoundRobin,2 sparks,4198401
0.656231,6.185116,LinhaRoundRobin,2 sparks,4198401
0.661333,6.459102,LinhaRoundRobin,2 sparks,4198401
0.659205,6.591201,LinhaRoundRobin,2 sparks,4198401
0.661096,6.460953,LinhaRoundRobin,2 sparks,4198401
0.674824,6.497284,LinhaRoundRobin,2 sparks,4198401
0.672877,6.512286,LinhaRoundRobin,2 sparks,4198401
0.661477,6.574222,LinhaRoundRobin,2 sparks,4198401
0.576897,5.992992,LinhaRoundRobin,2 sparks,4198401
0.579726,5.79877,LinhaRoundRobin,2 sparks,4198401
0.665347,6.497957,LinhaRoundRobin,2 sparks,4198401
0.668762,6.472702,LinhaRoundRobin,2 sparks,4198401
0.66537,6.446852,LinhaRoundRobin,2 sparks,4198401
0.581059,5.971314,LinhaRoundRobin,2 sparks,4198401
0.669699,6.454101,LinhaRoundRobin,2 sparks,4198401
0.661876,6.581126,LinhaRoundRobin,2 sparks,4198401
0.662942,6.589019,LinhaRoundRobin,2 sparks,4198401
0.662849,6.553987,LinhaRoundRobin,2 sparks,4198401
0.662683,6.477674,LinhaRoundRobin,2 sparks,4198401
0.663403,6.593116,LinhaRoundRobin,2 sparks,4198401
0.662705,6.467715,LinhaRoundRobin,2 sparks,4198401
0.659633,6.514104,LinhaRoundRobin,2 sparks,4198401
0.673235,6.632699,LinhaRoundRobin,2 sparks,4198401
0.664368,6.482982,LinhaRoundRobin,2 sparks,4198401
0.472443,3.189147,LinhaRoundRobin,4 sparks,4198401
0.374768,3.374213,LinhaRoundRobin,4 sparks,4198401
0.481014,3.18508,LinhaRoundRobin,4 sparks,4198401
0.354368,3.34768,LinhaRoundRobin,4 sparks,4198401
0.376557,3.318601,LinhaRoundRobin,4 sparks,4198401
0.355316,3.326809,LinhaRoundRobin,4 sparks,4198401
0.543045,3.203915,LinhaRoundRobin,4 sparks,4198401
0.364067,3.338738,LinhaRoundRobin,4 sparks,4198401
0.49123,3.179812,LinhaRoundRobin,4 sparks,4198401
0.511984,3.180381,LinhaRoundRobin,4 sparks,4198401
0.475029,3.177672,LinhaRoundRobin,4 sparks,4198401
0.497677,3.190489,LinhaRoundRobin,4 sparks,4198401
0.388952,3.396088,LinhaRoundRobin,4 sparks,4198401
0.53287,3.195889,LinhaRoundRobin,4 sparks,4198401
0.486564,3.178471,LinhaRoundRobin,4 sparks,4198401
0.35439,3.316878,LinhaRoundRobin,4 sparks,4198401
0.372859,3.386417,LinhaRoundRobin,4 sparks,4198401
0.354808,3.335161,LinhaRoundRobin,4 sparks,4198401
0.382174,3.400555,LinhaRoundRobin,4 sparks,4198401
0.394406,3.385298,LinhaRoundRobin,4 sparks,4198401
0.362039,3.341277,LinhaRoundRobin,4 sparks,4198401
0.496354,3.174647,LinhaRoundRobin,4 sparks,4198401
0.371355,3.349213,LinhaRoundRobin,4 sparks,4198401
0.355443,3.326538,LinhaRoundRobin,4 sparks,4198401
0.378619,3.360757,LinhaRoundRobin,4 sparks,4198401
0.489416,3.182955,LinhaRoundRobin,4 sparks,4198401
0.409225,3.412444,LinhaRoundRobin,4 sparks,4198401
0.389491,3.072661,LinhaRoundRobin,4 sparks,4198401
0.378029,3.373422,LinhaRoundRobin,4 sparks,4198401
0.355105,3.362264,LinhaRoundRobin,4 sparks,4198401
0.479906,3.183752,LinhaRoundRobin,4 sparks,4198401
0.492525,3.222945,LinhaRoundRobin,4 sparks,4198401
0.355182,3.370797,LinhaRoundRobin,4 sparks,4198401
0.479705,3.17197,LinhaRoundRobin,4 sparks,4198401
0.483007,3.197102,LinhaRoundRobin,4 sparks,4198401
0.502331,3.202765,LinhaRoundRobin,4 sparks,4198401
0.390055,3.398002,LinhaRoundRobin,4 sparks,4198401
0.473134,3.17169,LinhaRoundRobin,4 sparks,4198401
0.379571,3.378508,LinhaRoundRobin,4 sparks,4198401
0.481945,3.162828,LinhaRoundRobin,4 sparks,4198401
0.474898,3.181611,LinhaRoundRobin,4 sparks,4198401
0.473552,3.14953,LinhaRoundRobin,4 sparks,4198401
0.479121,3.189205,LinhaRoundRobin,4 sparks,4198401
0.487767,3.20638,LinhaRoundRobin,4 sparks,4198401
0.381358,3.361719,LinhaRoundRobin,4 sparks,4198401
0.38338,3.434128,LinhaRoundRobin,4 sparks,4198401
0.481842,3.157057,LinhaRoundRobin,4 sparks,4198401
0.368006,3.349422,LinhaRoundRobin,4 sparks,4198401
0.527829,3.193607,LinhaRoundRobin,4 sparks,4198401
0.473397,3.171057,LinhaRoundRobin,4 sparks,4198401
0.321076,1.889115,LinhaRoundRobin,8 sparks,4198401
0.317574,1.881286,LinhaRoundRobin,8 sparks,4198401
0.243631,2.03651,LinhaRoundRobin,8 sparks,4198401
0.308777,2.281242,LinhaRoundRobin,8 sparks,4198401
0.319834,1.894782,LinhaRoundRobin,8 sparks,4198401
0.336898,1.874734,LinhaRoundRobin,8 sparks,4198401
0.327108,1.91627,LinhaRoundRobin,8 sparks,4198401
0.340457,1.895214,LinhaRoundRobin,8 sparks,4198401
0.33315,1.894613,LinhaRoundRobin,8 sparks,4198401
0.328929,1.916901,LinhaRoundRobin,8 sparks,4198401
0.33799,3.071104,LinhaRoundRobin,8 sparks,4198401
0.244079,1.993793,LinhaRoundRobin,8 sparks,4198401
0.332973,2.001268,LinhaRoundRobin,8 sparks,4198401
0.320478,1.877181,LinhaRoundRobin,8 sparks,4198401
0.337899,2.010542,LinhaRoundRobin,8 sparks,4198401
