16, 16641, "Linha RoundRobin", 0.011315s, 0.010954s

16, 16641, "Linha RoundRobin", 0.009518s, 0.011938s

16, 16641, "Linha RoundRobin", 0.011285s, 0.010482s

16, 16641, "Linha RoundRobin", 0.011037s, 0.009582s

16, 16641, "Linha RoundRobin", 0.015521s, 0.011476s

16, 16641, "Linha RoundRobin", 0.009178s, 0.014611s

16, 16641, "Linha RoundRobin", 0.012589s, 0.014569s

16, 16641, "Linha RoundRobin", 0.011961s, 0.014819s

16, 16641, "Linha RoundRobin", 0.012645s, 0.019166s

16, 16641, "Linha RoundRobin", 0.016031s, 0.00742s

16, 16641, "Linha RoundRobin", 0.011196s, 0.013358s

16, 16641, "Linha RoundRobin", 0.013579s, 0.008891s

16, 16641, "Linha RoundRobin", 0.011394s, 0.010333s

16, 16641, "Linha RoundRobin", 0.014026s, 0.015574s

16, 16641, "Linha RoundRobin", 0.012545s, 0.008468s

16, 16641, "Linha RoundRobin", 0.012974s, 0.014421s

16, 16641, "Linha RoundRobin", 0.012218s, 0.010435s

16, 16641, "Linha RoundRobin", 0.012756s, 0.014075s

16, 16641, "Linha RoundRobin", 0.011442s, 0.011938s

16, 16641, "Linha RoundRobin", 0.01282s, 0.011155s

16, 16641, "Linha RoundRobin", 0.01271s, 0.013493s

16, 16641, "Linha RoundRobin", 0.012167s, 0.008912s

16, 16641, "Linha RoundRobin", 0.011899s, 0.013004s

16, 16641, "Linha RoundRobin", 0.012926s, 0.013733s

16, 16641, "Linha RoundRobin", 0.012304s, 0.011152s

16, 16641, "Linha RoundRobin", 0.013405s, 0.012357s

16, 16641, "Linha RoundRobin", 0.014252s, 0.01208s

16, 16641, "Linha RoundRobin", 0.011182s, 0.012435s

16, 16641, "Linha RoundRobin", 0.011946s, 0.012706s

16, 16641, "Linha RoundRobin", 0.013585s, 0.031061s

16, 16641, "Linha RoundRobin", 0.01377s, 0.01414s

16, 16641, "Linha RoundRobin", 0.017401s, 0.008335s

16, 16641, "Linha RoundRobin", 0.012061s, 0.013594s

16, 16641, "Linha RoundRobin", 0.015288s, 0.01213s

16, 16641, "Linha RoundRobin", 0.016663s, 0.014902s

16, 16641, "Linha RoundRobin", 0.013709s, 0.012089s

16, 16641, "Linha RoundRobin", 0.012365s, 0.015446s

16, 16641, "Linha RoundRobin", 0.012398s, 0.012132s

16, 16641, "Linha RoundRobin", 0.013068s, 0.008548s

16, 16641, "Linha RoundRobin", 0.011119s, 0.011745s

16, 16641, "Linha RoundRobin", 0.012459s, 0.011868s

16, 16641, "Linha RoundRobin", 0.010901s, 0.01319s

16, 16641, "Linha RoundRobin", 0.011207s, 0.012542s

16, 16641, "Linha RoundRobin", 0.013904s, 0.017556s

16, 16641, "Linha RoundRobin", 0.012282s, 0.016854s

16, 16641, "Linha RoundRobin", 0.012261s, 0.013542s

16, 16641, "Linha RoundRobin", 0.01221s, 0.015166s

16, 16641, "Linha RoundRobin", 0.011117s, 0.008326s

16, 16641, "Linha RoundRobin", 0.011897s, 0.012275s

16, 16641, "Linha RoundRobin", 0.016361s, 0.010878s

16, 66049, "Linha RoundRobin", 0.032638s, 0.027928s

16, 66049, "Linha RoundRobin", 0.03935s, 0.031921s

16, 66049, "Linha RoundRobin", 0.037115s, 0.023924s

16, 66049, "Linha RoundRobin", 0.040311s, 0.032649s

16, 66049, "Linha RoundRobin", 0.031005s, 0.03159s

16, 66049, "Linha RoundRobin", 0.050128s, 0.032493s

16, 66049, "Linha RoundRobin", 0.029915s, 0.031408s

16, 66049, "Linha RoundRobin", 0.031834s, 0.029927s

16, 66049, "Linha RoundRobin", 0.039876s, 0.031921s

16, 66049, "Linha RoundRobin", 0.023649s, 0.031329s

16, 66049, "Linha RoundRobin", 0.029881s, 0.030978s

16, 66049, "Linha RoundRobin", 0.032709s, 0.032421s

16, 66049, "Linha RoundRobin", 0.036014s, 0.024086s

16, 66049, "Linha RoundRobin", 0.044771s, 0.031419s

