2, 16641, "Coluna Normal", 0.009898s, 0.028608s

2, 16641, "Coluna Normal", 0.009302s, 0.028967s

2, 16641, "Coluna Normal", 0.009252s, 0.028656s

2, 16641, "Coluna Normal", 0.009396s, 0.028853s

2, 16641, "Coluna Normal", 0.009231s, 0.027946s

2, 16641, "Coluna Normal", 0.009257s, 0.02781s

2, 16641, "Coluna Normal", 0.009307s, 0.028994s

2, 16641, "Coluna Normal", 0.009307s, 0.028805s

2, 16641, "Coluna Normal", 0.009229s, 0.028668s

2, 16641, "Coluna Normal", 0.009471s, 0.029511s

2, 16641, "Coluna Normal", 0.011548s, 0.031788s

2, 16641, "Coluna Normal", 0.009401s, 0.028836s

2, 16641, "Coluna Normal", 0.009237s, 0.028013s

2, 16641, "Coluna Normal", 0.009271s, 0.028005s

2, 16641, "Coluna Normal", 0.009363s, 0.028816s

2, 16641, "Coluna Normal", 0.009297s, 0.028935s

2, 16641, "Coluna Normal", 0.009235s, 0.028824s

2, 16641, "Coluna Normal", 0.011944s, 0.030687s

2, 16641, "Coluna Normal", 0.009661s, 0.02857s

2, 16641, "Coluna Normal", 0.009284s, 0.028859s

2, 16641, "Coluna Normal", 0.009324s, 0.027973s

2, 16641, "Coluna Normal", 0.009366s, 0.028773s

2, 16641, "Coluna Normal", 0.009258s, 0.028845s

2, 16641, "Coluna Normal", 0.009268s, 0.027963s

2, 16641, "Coluna Normal", 0.009289s, 0.028123s

2, 16641, "Coluna Normal", 0.009368s, 0.028857s

2, 16641, "Coluna Normal", 0.009265s, 0.028644s

2, 16641, "Coluna Normal", 0.009237s, 0.027952s

2, 16641, "Coluna Normal", 0.009235s, 0.029043s

2, 16641, "Coluna Normal", 0.009354s, 0.028113s

2, 16641, "Coluna Normal", 0.009297s, 0.028101s

2, 16641, "Coluna Normal", 0.009375s, 0.028889s

2, 16641, "Coluna Normal", 0.009346s, 0.028788s

2, 16641, "Coluna Normal", 0.0093s, 0.028056s

2, 16641, "Coluna Normal", 0.009254s, 0.028641s

2, 16641, "Coluna Normal", 0.009268s, 0.028916s

2, 16641, "Coluna Normal", 0.009308s, 0.028764s

2, 16641, "Coluna Normal", 0.009255s, 0.028718s

2, 16641, "Coluna Normal", 0.009309s, 0.028812s

2, 16641, "Coluna Normal", 0.00926s, 0.028043s

2, 16641, "Coluna Normal", 0.009236s, 0.027968s

2, 16641, "Coluna Normal", 0.009245s, 0.028766s

2, 16641, "Coluna Normal", 0.009292s, 0.028874s

2, 16641, "Coluna Normal", 0.009269s, 0.02818s

2, 16641, "Coluna Normal", 0.009238s, 0.028774s

2, 16641, "Coluna Normal", 0.009284s, 0.028799s

2, 16641, "Coluna Normal", 0.009332s, 0.028828s

2, 16641, "Coluna Normal", 0.009257s, 0.027896s

2, 16641, "Coluna Normal", 0.009276s, 0.028829s

2, 16641, "Coluna Normal", 0.009261s, 0.028877s

2, 66049, "Coluna Normal", 0.043041s, 0.113957s

2, 66049, "Coluna Normal", 0.043379s, 0.114121s

2, 66049, "Coluna Normal", 0.043461s, 0.112999s

2, 66049, "Coluna Normal", 0.059003s, 0.106575s

2, 66049, "Coluna Normal", 0.051637s, 0.121508s

2, 66049, "Coluna Normal", 0.044295s, 0.117073s

2, 66049, "Coluna Normal", 0.055085s, 0.106599s

2, 66049, "Coluna Normal", 0.047016s, 0.1127s

2, 66049, "Coluna Normal", 0.043445s, 0.114242s

2, 66049, "Coluna Normal", 0.044543s, 0.114177s

2, 66049, "Coluna Normal", 0.043249s, 0.113241s

2, 66049, "Coluna Normal", 0.043218s, 0.113788s

2, 66049, "Coluna Normal", 0.044048s, 0.11416s

2, 66049, "Coluna Normal", 0.043538s, 0.11278s

2, 66049, "Coluna Normal", 0.053675s, 0.109066s

2, 66049, "Coluna Normal", 0.044254s, 0.112563s

2, 66049, "Coluna Normal", 0.043508s, 0.114279s

2, 66049, "Coluna Normal", 0.043588s, 0.114357s

2, 66049, "Coluna Normal", 0.043957s, 0.113894s

2, 66049, "Coluna Normal", 0.044152s, 0.114328s

2, 66049, "Coluna Normal", 0.043233s, 0.112581s

2, 66049, "Coluna Normal", 0.044047s, 0.114183s

2, 66049, "Coluna Normal", 0.059698s, 0.105915s

2, 66049, "Coluna Normal", 0.043665s, 0.112599s

2, 66049, "Coluna Normal", 0.043343s, 0.114179s

2, 66049, "Coluna Normal", 0.043376s, 0.113824s

2, 66049, "Coluna Normal", 0.044257s, 0.113911s

2, 66049, "Coluna Normal", 0.043531s, 0.113224s

2, 66049, "Coluna Normal", 0.043298s, 0.114256s

2, 66049, "Coluna Normal", 0.043249s, 0.114117s

2, 66049, "Coluna Normal", 0.042919s, 0.11366s

2, 66049, "Coluna Normal", 0.052775s, 0.120325s

2, 66049, "Coluna Normal", 0.045123s, 0.114319s

